Field;Theme;Date;City;Points;Question;Answer
Décompression;Paliers;juil 2017;Trébeurden;6 points;"La réalisation d'un palier, et le comportement à adopter au cours de cette action, sont des enseignements souvent peu abordés dans la formation du plongeur. Ce sont pourtant des éléments de sécurité essentiels qui passent par l'apprentissage et la maitrise de savoir, de savoir-faire et savoir-être spécifiques.

a) Quels sont les problèmes encourus par un plongeur ne maitrisant pas sa technique juste avant et pendant le déroulement d'un palier ? (2 pts)

b) Citez les connaissances, techniques individuelles et comportements en palanquée, que doit maitriser et adopter un plongeur pour réaliser ses paliers en toute sécurité. (2 pts)

c) Comment l'environnement et/ou l'organisation de la plongée peuvent-ils influencer la technique de maintien d'un palier ? (2 pts)

Un accident de décompression peut être dit « immérité » (4 pts)

a) Quelle définition donneriez-vous au terme « ADD immérité » ? (1 pt)

b) Quelles peuvent en être les raisons ? (1 pt)

c) Donnez la procédure de premier secours à mettre en oeuvre en cas d'ADD. Puis spécifiez plus particulièrement les informations que vous rechercheriez dans le cas d'un ADD « immérité » (2 pts)";"a) Quels sont les problèmes encourus par un plongeur ne maitrisant pas sa technique juste avant et pendant le déroulement d'un palier ? (2 pts)
"" Ne pas avoir géré correctement son stock d'air avant le début de la remontée => panne d'air au palier.
"" Ne pas maîtriser l'usage du parachute
"" Se retrouver à moindre profondeur, remontée à la surface, interruption du palier : risque d'ADD
"" Descendre à plus grande profondeur : poursuivre sa saturation ou rallonger son temps de palier.
"" Faire le Yoyo pendant les paliers => Désaturation incomplète

b) Citez les connaissances, techniques individuelles et comportements en palanquée, que doit maitriser et adopter un plongeur pour réaliser ses paliers en toute sécurité. (2 pts)
"" Connaissance de son lestage
"" Savoir gérer correctement son stock d'air, notamment lors des plongées profondes (ex: réserve à 70/80 b voire plus).
"" Maîtrise du poumon ballast
"" Maîtrise de l'immersion en pleine eau (stabilisation)
"" Maîtrise d'une ventilation sur expiration (cad dans la partie basse du soufflet pulmonaire)
"" Maîtrise de la mise en place du parachute (plongeurs autonome et encadrant)
"" Vigilance vis a vis des autres plongeurs de la palanquée.
"" Rester rassemblés autour du parachute

c) Comment l'environnement et/ou l'organisation de la plongée peuvent-ils influencer la technique de maintien d'un palier ? (2 pts)
"" Lancé précoce et profond du parachute (bateau manoeuvrant ou bateau éloigné - cas d'un fort courant...)
"" Augmenter sensiblement la profondeur en cas de houle, pour une meilleure stabilité.
"" Garder une position confortable, éviter les positionnements type « parachutiste »
"" Eviter les mouvements à contre courant, ne pas faire d'effort
"" Conserver une ventilation lente régulière, avec expiration afin d'éliminer un maximum de gaz (N2 et CO2) et de maintenir la profondeur
"" Prendre régulièrement des repères (binômes et profondeur aux instruments)

Un accident de décompression peut être dit « immérité » (4 pts)

a) Quelle définition donneriez-vous au terme « ADD immérité » ? (1 pt)
Accident qui survient malgré le respect de la procédure de décompression choisie et planifiée et sans facteurs favorisants apparents.

b) Quelles peuvent en être les raisons ? (1 pt)
"" Causes liées à des facteurs favorisants : fatigue physique/psychique du plongeur, mauvaise hydratation, âge, obésité,
"" Technique du plongeur : mauvaise ventilation, effort durant la plongée, froid, surpression thoracique
"" Particularité anatomique : Foramen Ovale Perméable

c) Donnez la procédure de premier secours à mettre en oeuvre en cas d'ADD. Puis spécifiez plus particulièrement les informations que vous rechercheriez dans le cas d'un ADD « immérité » (2 pts)
"" Respect du plan d'organisation des secours (Code du sport)
"" Plus spécifiquement :
"" Faire un bilan type premier secours muni d'une fiche d'évacuation
"" Bilan de conscience
"" Bilan circonstancié : déroulement de la plongée (recherche « d'anomalies », notamment lors de la phase de désaturation)
"" Bilan des symptômes, vérification de la sensibilité de l'extrémité des membres
"" Alerter les secours : CROSS en mer, centre 15 en lac
"" Placer sous oxygène 15l/min, faire boire abondamment, administrer aspirine si conseiller par le médecin de la régulation et accepté par la victime.
"" Relever les informations de la plongée : profondeur maximale, durée, paliers,
"" Surveiller le reste de la palanquée
"" Dans le cas d'un ADD ""immérité"" il faudrait questionner de manière approfondie le plongeur en cause et sa palanquée, pour tenter d'identifier les causes susceptibles d'avoir entraînées l'accident. C'est à dire mettre en évidence l'existence de facteurs favorisants."
Décompression;Obligation de moyen;nov 2017;Tahiti;2 points;"a) Donnez une définition de l'obligation de moyens d'un directeur de plongée. (0,5 point)

b) Illustrez votre définition par des exemples précis. (1,5 point)";"a) Donnez une définition de l'obligation de moyens d'un directeur de plongée. (0,5 point)
L'obligation de moyens est l'obligation de mettre en oeuvre tout ce qui est nécessaire pour atteindre un certain objectif, sans garantir le résultat.
D'après le Code du Sport (Art. A 322-72), le DP est « responsable techniquement de l'organisation, des dispositions à prendre pour assurer la sécurité des plongeurs et du déclenchement des secours. Il s'assure de l'application des règles et procédures en vigueur. Il fixe les caractéristiques de la plongée et établit une fiche de sécurité. »
En conséquence, le DP ne s'oblige pas à ce qu'il n'y ait aucun accident (obligation de résultat). Il s'oblige, en revanche à tout mettre en oeuvre pour qu'il ne s'en produise pas.
b) Illustrez votre définition par des exemples précis. (1,5 point)
Le DP s'oblige à mettre en oeuvre l'activité en respectant la réglementation en vigueur et en veillant à son respect par les encadrants et les pratiquants. Il s'oblige notamment à :
"" Rédiger le plan de secours et en informer les pratiquants,
"" Vérifier l'existence à bord et le bon fonctionnement du matériel de sécurité obligatoire,
"" Former les personnes habilitées à s'en servir,
"" Composer les palanquées et en fixer les paramètres : profondeur, durée, paliers,
"" Choisir le site de plongée adapté aux pratiquants,
"" Mettre en place le dispositif de sécurité : surveillance de surface éventuelle, ligne de vie, pendeur, bouteille de secours immergée, etc.
"" Briefer les palanquées en autonomie et les encadrants.
Par ailleurs, en tant que moniteur, il n'est pas pleinement responsable des échecs de ses élèves mais s'oblige néanmoins à tout mettre en oeuvre pour les faire réussir : méthodologie adaptée, individualisation et progressivité de son enseignement, etc."
Décompression;Nitrox;sept 2019;Niolon;5 points;"a) En vous basant sur vos connaissances de la désaturation, expliquez les avantages des plongées au nitrox (2 pts)

b) Quelles sont les limites de ce type de mélange ? (2 pts)

c) Quelles précautions devez-vous prendre lors des plongées au Nitrox ? (1 pt)";"a) Le principe du Nitrox étant de diminuer la fraction d'azote dans le mélange, cela génère moins de saturation en azote (à profondeur identique).

Pendant la plongée :
- Temps sans palier augmenté
- Désaturation plus rapide : temps de paliers diminué pour une même profondeur qu'à l'air
- Risque de narcose diminué

Après la plongée:
- Moins de risque d'ADD (mais attention il peut y en avoir)
- Moins d'intervalle de surface pour une même majoration
- Moins de délais avant un voyage en avion

Pour les encadrants :
- En eau peu profonde, diminution des temps de palier, diminution de la saturation, diminution de la fatigue.
- Moins de risque d'ADD (à condition d'utiliser des tables à l'air)

Pour tous les plongeurs : intérêt d'effectuer des déco au Nitrox après les plongées profondes : favorise en meilleur échange et permet de diminuer les temps de paliers

b) Limites:
- Equipement spécial suivant le mélange
- Coût un peu plus élevé si achat - Accès quasiment gratuit lors de voyages et dans beaucoup de nos clubs
- Contrôle rigoureux du mélange obligatoire
- Limites de profondeur : PpO2 < 1,6 ou 1,4 bar
- Respect impératif de la profondeur limite en fonction du mélange utilisé

c) Précautions:
- Utilisation de matériel adapté
- Rigueur dans le choix et l'analyse du mélange utilisé
- Respect des profondeurs planchers (ne pas prendre de risque en mettant les plongeurs sur un site inadapté).
- Attention à l'effet toxique cumulatif de l'oxygène lors de plongées répétitives dans la même journée"
Décompression;Définitions;sept 2020;Niolon;4 points;"Donnez la définition des termes suivants :
a) Tissus
b) Compartiment
c) Gradient
d) Période
e) Majoration
f) Seuil Sc";"a) Le tissus est le niveau d'organisation intermédiaire entre la cellule et l'organe. Un tissu est un ensemble de cellules semblables et de même origine, regroupées en amas, réseau ou faisceau (fibre). Un tissu forme un ensemble fonctionnel, c'est-à-dire que ses cellules concourent à une même fonction. (0.75 pt)

b) Un compartiment est une représentation mathématique d'un tissu ayant le même comportement vis-à-vis de la saturation et désaturation. Le compartiment se comporte d'une manière constante et uniforme. (0.75 pt)

c) Un gradient correspond à la différence entre la tension initiale et la tension d'azote en immersion à un moment donné de la plongée (il peut donc être selon le moment positif ou négatif).(0.75 pt)

d) La période est le temps (en min) que met un compartiment pour dissoudre ou éliminer la moitié du gradient, c'est à dire de la quantité qu'il y a à dissoudre ou à éliminer. La période caractérise chaque compartiment.(0.75 pt)

e) La majoration est le temps qu'il aurait fallu passer à la profondeur de la 2 ème plongée pour obtenir la même quantité d'azote qu'après la fin de la première plongée. C'est le compartiment 120' qui est utilisé pour le calcul de cette majoration. (0.5 pt)

f) Le Sc est la valeur maximale admissible d'un compartiment avant qu'il ne développe un ADD. C'est le rapport entre la tension d'azote d'un compartiment et sa pression absolue d'exposition. (0.5 pt)"
Décompression;ADD;sept 2021;Niolon;4 points;"Étude de cas : Pendant un stage préparatoire au guide de palanquée, un des moniteurs de plongée, est un homme de 49 ans, qui plonge depuis 22 ans et ne présente pas de contre-indication à la pratique de la plongée. Il vient d'effectuer une plongée à une profondeur de 40 m.
En sortant de l'eau avec de la houle il force pour monter sur le bateau, il ressent des maux de tête, il a un trouble de l'élocution et une hémiplégie. Il est rapidement évacué vers l'hôpital où équipe médicale diagnostique la présence d'un Foramen Ovale Perméable.

a) Qu'est-ce que le Foramen Ovale ? (1 pt)

b) Expliquer le rôle favorisant du FOP dans les accidents de décompression ? (1,5 pts)

c) Listez les facteurs favorisants et leurs mécanismes mis en cause par l'ouverture du Foramen Ovale ? (1,5 pts)";"a) Le Foramen Ovale, est un orifice, dans la cloison entre les deux oreillettes, dont l'obturation s'achève, normalement après la naissance, mais il est présent chez l'adulte pour 6 à 35% de la population. Il existe alors une communication entre le cSur droit et le cSur gauche.

b) Les bulles veineuses arrivant au cSur droit sont renvoyées dans le cSur gauche sans transiter par le poumon. Les bulles veineuses se retrouvent ainsi dans la grande circulation et elles arrivent au niveau cérébral.

c) Dans notre étude de cas : effort lors de la sortie de l'eau en remontant sur le bateau,.
Autres causes possibles : Tout mécanisme qui provoque une augmentation de pression intra thoracique : toux, manSuvre de Valsalva, effort musculaire avec blocage respiratoire, effort dans l'eau, gonflage gilet à la bouche, nage en surface, effort hors de l'eau remonter le mouillage, etc&"
Décompression;Modèles de décompression;sept 2021;Niolon;7 points;"Les ordinateurs de plongée fonctionnent tous selon une base commune : une modélisation mathématique de la dissolution des gaz dans les liquides.

a) Qu'est-ce qu'un modèle mathématique ? (1 pt)

Les tables MN90, adoptées par la FFESSM, ont été conçues d'après le modèle de Haldane, également utilisé dans certains d'ordinateurs de plongée.

b) Définissez la notion de compartiment par opposition à celle de tissus. (1,5 pt)

c) Construisez un tableau comparatif entre les règles d'utilisation de la table MN 90 et celles qui prises en compte dans l'utilisation des ordinateurs. (3 pts)

d) Quelles améliorations Bühlmann a-t-il apportées aux modèles de type Haldanien ? (1,5 pt)";"a) C'est une représentation mathématique simplifiée d'un phénomène réel complexe.
Grâce à des paramètres clé ajustés, le modèle tente d'approcher au mieux le phénomène. Dans notre cas la modélisation du corps humain.

b) Le compartiment : est une entité théorique (concept mathématique) qui représente différents éléments anatomiques de l'organisme, il se comporte d'une manière constante et uniforme vis à vis de la saturation et de la désaturation de l'azote. Chaque compartiment est défini par sa période.
Un tissu : est une entité anatomique ayant les mêmes caractéristiques physiologiques, ex le tissu musculaire. Un même tissu peut être représenté mathématiquement par plusieurs compartiments.

c) Tables
Durée / Profondeur / Vitesse de remontée / Remontée rapide / Remontée lente / Paliers / Consécutives / Successives / Altitude / Plongée simple

De l'immersion jusqu'au début de la remontée à la vitesse préconisée par la table/ Maximale atteinte / 15 m par minute / 5 min à mi-profondeur / Durée de la remontée à ajouter au temps de plongée / Tous les trois mètres / Addition du temps et profondeur max des deux plongées / 15 min < Intervalle < 12 h / Calculs correctifs / Intervalle 12 heures

Ordinateurs
Durée / Profondeur / Vitesse de remontée / Remontée rapide / Remontée lente / Paliers / Consécutives / Successives / Altitude / Plongée simple

A partir de 0.5m sous la surface jusqu'à l'émersion / Profondeur instantanée.
Mémorisation de la prof max voire la profondeur moyenne selon les ordinateurs / 8 à 10 m par minute
parfois vitesse variable selon les algorithmes / Rien de prévu. Prise en compte plus ou moins efficace / Le calcul se poursuit / Donne une profondeur plafond.
Calcul de la désaturation réelle
Les paliers peuvent être aussi paramétrables sur certains ordinateurs / Le calcul se poursuit / Le calcul se poursuit / L'ordinateur calcule tout en mesurant la pression atm réelle. Attention aussi au ""temps de latence"" pour la prise en compte du changement d'altitude / Le calcul se poursuit au-delà de 12 heures

d) Prend l'air alvéolaire comme référence de gaz respiré et non la composition de l'air ambiant. Avec notamment la prise en compte de la Pp de vapeur d'eau dans les alvéoles pulmonaires.
Modèle adapté à la plongée en altitude.
Vitesse de remontée lente de 10m/min
Travaille sur 16 puis 32 compartiments
Seuils variables comme critère de remontée, chaque compartiment étant muni de 2 coefficients a et b déterminés expérimentalement, le seuil est défini par la pression absolue minimum admissible à la remontée.
Possibilité sur certaines applications du modèle, de ""durcir"" plus ou moins le modèle en introduisant les GF pour tenir compte des concentrations des différents gaz utilisé en mélanges ternaires (Trimix).
GF bas: permettent de définir les paliers profonds
GF haut: permettent de définir les derniers paliers, proches de la surface."
Décompression;Ordinateurs;sept 2021;Niolon;3 points;On vous demande d'expliquer à des futurs plongeurs autonomes dans l'espace lointain, quelles sont les procédures que vous recommandez pour la cohésion de la palanquée en cas d'utilisation de différents ordinateurs de plongée.;"Planifier la plongée : connaitre les affichages et les procédures d'entrée dans les paliers pour chaque ordinateurs, et harmoniser si possible les différents modèles en fonction des durcissements et autres paramètres modifiables à la main de l'utilisateur estimation de l'autonomie
A la remontée appliquer la procédure suivante :
- Profondeur et durée des paliers de l'ordinateur le plus pénalisant
- Vitesse de remontée la plus lente"
Décompression;Problèmes de tables fédérales;sept 2021;Niolon;6 points;"Vous proposez à un plongeur préparant le PA40 une journée de 2 plongées d'entraînement.

Première plongée : Après 12 minutes de plongée à 35m vous entamez un exercice d'intervention sur plongeur en difficulté. Mais vous percez la surface au bout d'1min30s de remontée.
Quels auraient été les paliers éventuels et le GPS si l'élève n'avait pas fait de remontée rapide ? (1 point)
Quelle est la procédure que vous mettez en place suite à la remontée rapide ? (1 point)
Quels vont être les paliers et le GPS suite à cette procédure ? (1 point)

Deuxième plongée : Vous aviez initialement prévu un intervalle de 4h entre les deux plongées.
Recalculez l'intervalle pour que la plongée de l'après-midi ait les mêmes paramètres que ceux prévus initialement. Quelle sera la majoration pour une nouvelle plongée à 35m ? (2 points)
Durant la deuxième plongée, vous passez 10 min à 35m puis entamez une remontée de 5 minutes pour atteindre 3 mètres. Veuillez indiquer la DTR ainsi que les paliers éventuels (1 point)";"Première plongée
12 min à 35m => palier obligatoire de 2 min à 3m, GPS=F
Procédure de remontée rapide si le plongeur en est capable et peut être accompagné : 3min maxi pour redescendre à mi- profondeur et y effectuer un palier de 5min. Durée de la plongée : du début de la plongée initiale à la fin du palier à la demi-profondeur (au minimum un palier de 2 min a 3 mètres).
Total de 12+1,5+3+5=21min30s à 35m => palier de 11min à 3m et GPS=I

Deuxième plongée
Avec un GPS de F au bout de 4 heures on aurait atteint 0,87. Avec I au lieu de F, il faut attendre 5 heures pour atteindre 0,87. A 35m on aura une majoration de 6min.
La vitesse de remontée est inférieure à 15m par minute il faut donc adopter une procédure de remontée lente intégrant le temps de remontée : 10min +6min (majo) +5min = 21min à 35m
Palier obligatoire de 11min à 3m. DTR=5+11+0,5=16min 30s"
Anatomie / Physiologie;Oreille,  équilibre et vertiges;sept 2021;Niolon;4 points;"a) On vous demande d'expliquer à des futures MF1 pourquoi tous les plongeurs n'équilibrent pas leurs oreilles avec la même facilité. Expliquez ce constat ? (2 points)

b) Citer sans les décrire les différentes méthodes l'équilibration de l'oreille ? (2 points)";"a) Les facteurs de perméabilité de la trompe varient selon les individus :
- la rectitude de l'axe de la trompe d'Eustache (facteur anatomique),
- l'étroitesse de son isthme, sa muqueuse et ses cellules sécrétrices,
- la position de son ostium pharyngé (orifice en arrière des fosses nasales) sensible aux infections,
- son appareil musculaire (péri staphylins) qui contribue à son ouverture.
Les méthodes d'équilibration passives de l'oreille ne sont pas réalisables par tous les plongeurs

b) Valsalva
Déglutition volontaire
Béance tubaire volontaire (BTV)
Frenzel
Toynbee"
Anatomie / Physiologie;Oreille,  équilibre et vertiges;sept 2020;Niolon;4 points;"Arrivé à une profondeur de 40 m suite à l'épreuve de descente dans le bleu, un candidat à l'examen de Guide de Palanquée vous indique avoir des problèmes aux oreilles. Il n'arrive pas à se stabiliser et vous fait signe qu'il a des vertiges. Vous entamez sans délais une assistance.
Déséquipé sur le bateau, votre élève se plaint de douleur à l'oreille droite, de sensation d'oreille bouchée et a du mal à se maintenir debout.

a) Quel accident envisagez-vous ? (1pt)

b) Expliquez cet accident vis-à-vis des symptômes constatés. (2 pts)

c) Quelles pourraient être les conséquences de cet accident ? (1 pt)";"a) Quel accident envisagez-vous ?
Accident barotraumatique de l'oreille moyenne avec atteinte de l'oreille interne

b) Expliquez cet accident vis-à-vis des symptômes constatés.
Avec la profondeur, la pression de l'eau augmente. Si les manoeuvres d'équipression (Valsalva, Frenzel, BTV, etc.) sont mal réalisées par le plongeur ou inefficaces lors de son évolution, le
tympan est soumis à une trop forte pression engendrant une distension de la paroi, pouvant même provoquer sa fissuration. Une descente rapide et non maîtrisée peut correspondre à des manoeuvres brutales et soudaines.
Si l'étrier subit à un coup de piston, cela peut engendrer des désordres sur la fenêtre ovale avec atteinte de la cochlée.
L'oreille interne peut donc être également directement affectée avec une atteinte vestibulaire et cochléaire suite à une hyperpression dans la caisse du tympan. Le rapport de taille entre le tympan et la fenêtre ovale augmente les risques de surpression interne par la transmission des forces à travers la chaîne des osselets.

c) Quelles pourraient être les conséquences de cet accident ?
Baisse partielle ou totale de l'audition de l'oreille endommagée, vertiges, perte de l'équilibre, nausées et vomissements."
Anatomie / Physiologie;Oreille,  équilibre et vertiges;juil 2019;Trébeurden;4 points;"a) Comment expliquer les différences physiologiques observées entre les plongeurs lorsqu'il s'agit d'équilibrer les oreilles ? Pour un même individu entre les deux oreilles ? Quels sont les facteurs externes à l'individu qui peuvent venir contrarier un bon équilibrage ? (2 points)

b) Comparez dans un tableau les manoeuvres de Valsalva, Frenzel et la béance tubulaire volontaire en ce qui concerne :
- le mécanisme,
- les avantages et inconvénients,
- les conditions de réalisation. (2 points)";"a) La trompe d'Eustache est formée de 2 cônes réunis par leur sommet : l'angulation entre ces 2 cônes peut être plus ou moins marquée, ce qui peut rendre difficile le passage de l'air. La section de la trompe d'Eustache peut être plus ou moins importante.
La physiologie des trompes d'Eustache peut varier énormément d'un individu à l'autre, voire d'un côté à l'autre d'un même individu.
La section des trompes peut être diminuée par l'épaisseur de la muqueuse due à une inflammation ou à une infection (forçages répétés, rhume, allergie). Les extrémités au niveau de l'oreille moyenne et du rhino-pharynx peuvent aussi être obstruées.

b) Vasalva mécanisme: Expiration par le nez, nez pincé et bouche fermée : l'air mis sous pression vient forcer l'ouverture des trompes d'Eustache pour équilibrer la pression entre oreille moyenne et fosses nasales
Vasalva avantages: Facilité d'apprentissage de et de mise en oeuvre.
Vasalva inconvénients: Méthode qui fonctionne à base d'à-coups de pression sur le tympan. Traumatique si effectuée trop fort ou trop souvent sur le long terme. Uniquement pour la descente.
Vasalva conditions de réalisation: Faire de petits Valsalva fréquents. A utiliser si les autres techniques ne fonctionnent pas. Uniquement à la descente ; faire l'inverse (Toynbee) si problème à la remontée.

Frenzel mécanisme: Nez pincé (ou pas), glotte fermée, elle consiste à émettre un ""Ké"" avec la base de la langue, ce qui provoque un coup de piston lingual qui propulse de l'air en direction des trompes d'Eustache afin de les ouvrir et provoquer ainsi l'équilibrage.
Frenzel avantages: Méthode non traumatique. Peut éventuellement s'effectuer sans pincer le nez.
Frenzel inconvénients: Ne s'emploie qu'à la descente. Plus difficile à maîtriser que Valsalva, surtout sans pincer le nez.
Frenzel conditions de réalisation: Idem que Valsalva, à faire fréquemment à la descente.

BTV mécanisme: Mobilisation volontaire des muscles péristaphylins qui vont ouvrir les trompes d'Eustache en provoquant un bâillement ou en exerçant une traction de la mâchoire.
BTV avantages: Méthode passive sans risque de traumatisme. Les mains restent libres. Peut s'effectuer à la descente comme à la remontée en cas de problème.
BTV inconvénients: Apprentissage peu aisé nécessitant un véritable entraînement de la langue, de la mâchoire et du voile du palais. Malgré tout certains élèves n'y arriveront pas pour des raisons physiologiques. Peu ou mal enseignée.
BTV conditions de réalisation: A privilégier chaque fois que c'est possible."
Anatomie / Physiologie;Oreille,  équilibre et vertiges;mai 2019;Niolon;4 points;"En tant que moniteur de plongée, vous enseignez l'apnée à vos plongeurs.

a) Le barotraumatisme de l'oreille moyenne est commun à la plongée scaphandre, et à l'apnée. Expliquez en le mécanisme, les signes et les facteurs favorisants. (2 points)

b) Quels conseils donnerez-vous à vos stagiaires afin d'éviter cet accident ? (2 points)";"a) L'oreille moyenne (OM) est une cavité communiquant avec le reste des voies aériennes par la trompe d'Eustache (petit conduit souple fait de cartilage et tapissé de muqueuse).
Le barotraumatisme de l'OM est l'accident le plus fréquent., Il est provoqué par les variations des volumes gazeux sous l'effet de la pression ambiante, surtout pendant la descente, le plus souvent vers trois à quatre mètres de profondeur, mais aussi à la remontée.
"" A la descente : la trompe d''Eustache doit être ouverte par une technique d'équilibrage pour permettre l'arrivée d'air depuis le pharynx dans l'OM. Cela permet de compenser la pression exercée par l'eau sur le tympan, d'éviter sa déchirure et d'éventuels dommages au niveau de la chaîne des osselets et de l'oreille interne avec des conséquences sur l'audition et l'équilibre.
"" A la remontée : la pression ambiante baisse et l'air contenu dans l'OM doit pouvoir s'échapper par la trompe d'Eustache, sinon la pression va augmenter et pousser le tympan vers l'extérieur en entrainant le même type de dommages. La sortie de l'air peut être empêchée lorsque le calibre de la trompe d'Eustache est réduit par une inflammation locale due à une rhinite, une manoeuvre de Valsalva effectuée de façon inappropriée à la remontée, etc.
"" La douleur est le maître symptôme du barotraumatisme de l'OM, parfois accompagnée d'une diminution de l'audition, et de vertiges (en cas de rupture du tympan)
"" Les facteurs favorisants sont la répétitions des descentes et des remontées entrainant une baisse de la perméabilité des trompes, la vitesse de descente et de remontée, la mauvaise réalisation des technique d'équilibration, l'utilisation de vasoconstricteurs nasaux n'agissant pas forcément durant toute la plongée, etc.

b) "" Apprendre des manoeuvres d'équilibrage des oreilles plus douces que le Valsalva, telles que BTV, Frenzel, Toynbee, etc.
"" Ne pas chercher à descendre directement à 10 mètres durant l'échauffement.
"" Ne pas plonger enrhumé.
"" Durant l'échauffement, privilégier la position tête en haut en utilisant un pendeur.
"" Eviter les répétions trop fréquente des descentes et des remontées lors des phases d'apprentissage."
Anatomie / Physiologie;Oreille,  équilibre et vertiges;sept 2018;Niolon;7 points;Les atteintes de l'oreille peuvent être nombreuses en plongée. Citez les différents incidents ou accidents que vous connaissez, expliquez leurs mécanismes de survenue, décrivez les symptômes qui y sont associés et leurs préventions.;"a) Les incidents ou accidents de l'oreille externe (1 pt) :

Otite externe : infection et/ou eczéma du conduit auditif externe due à la pénétration d'eau.
"" Symptômes : prurit (grattage), douleurs.
"" Prévention : après la plongée, bien rincer et sécher le conduit auditif externe, ne pas utiliser de coton tige car on risque de provoquer des lésions. On peut appliquer de l'alcool boriqué.

b) Les incidents ou accidents de l'oreille moyenne (3 pts)

"" Barotraumatisme du tympan (otite barotraumatique de l'oreille moyenne) dû à une manoeuvre d'équilibrage mal exécutée. Les symptômes vont varier considérablement en fonction du degré de sévérité des lésions du tympan. Dans le cas le plus fréquent et bénin, le patient va ressentir une douleur intense s'estompant en quelques jours. Le patient peut souffrir d'acouphènes associés, de bourdonnements ou d'une perte partielle d'audition. Dans les cas sévères, le patient peut ressentir une douleur intense, une perte importante d'audition allant jusqu'à la surdité, des troubles de l'équilibre et des nausées. Un saignement des oreilles peut survenir à la suite du traumatisme pouvant traduire une mini perforation.
"" Vertige alternobarique : survient le plus souvent à la remontée. Stimulation vestibulaire asymétrique liée à une équipression non simultanée dans les caisses tympaniques entraînant un vertige bref et intense (troubles visuels = vertiges). Symptômes : vertige vrai, isolé, transitoire et régressif, avec une désorientation spatiale totale.

c) Les incidents ou accidents de l'oreille interne (3 pts) :

"" Barotraumatisme de l'oreille interne dû au coup de piston par 2 mécanismes différents :
o Indirect : par association d'un barotraumatisme du tympan sur la chaîne des osselets (absence d'équilibration à la descente) qui se transmet à la fenêtre ovale. Il y a donc 2 traumatismes en un seul (oreille moyenne et interne : barotraumatisme mixte). Symptômes : violente douleur, possibles vertiges, surdité de perception et acouphènes
o Direct : par un Valsalva forcé qui lors de l'insufflation de d'oreille moyenne va se transmettre sur la fenêtre ronde. Barotraumatisme pur de l'oreille interne. Symptômes : mêmes symptômes mais souvent sans douleur car le tympan n'est en général pas touché.

"" ADD de l'oreille interne. Deux mécanismes possibles : microbulles bulles obstruant l'artère vestibulaire qui est de type terminale, dans le cadre d'un FOP et/ou dégazage dans le liquide labyrinthique
o Symptômes : nausées, vomissements, vertiges et troubles de l'équilibre par atteinte vestibulaire. Dans un tiers des cas, on retrouve des troubles de l'audition avec acouphènes par atteinte cochléaire associée, mais ce sont les vertiges qui occupent le devant de la scène.
o Prévention : éviter les situations à risques d'ADD types remontés de type yo-yo. Eviter les facteurs d'hyperpression thoraciques qui ouvriraient un FOP latent (30 % de la population)

Prévention des incidents ou accidents de l'oreille moyenne et de l'oreille interne : ne pas plonger lorsque la sphère ORL est inflammatoire. Ne jamais forcer pendant une manoeuvre de Valsalva et utiliser les manoeuvre passives, moins traumatisantes comme BTV, Valsalva sans pince nasale, déglutition, contraction du voile du palais."
Anatomie / Physiologie;Oreille,  équilibre et vertiges;juil 2018;Hendaye;3 points;"La compensation des oreilles. Parmi les solutions inculquées à nos plongeurs tout au long de leur cursus, la méthode de Valsalva est la plus fréquemment enseignée, pourtant d'autres manoeuvres existent.

a) Expliquez le principe de la manoeuvre appelée 'BTV'. (1 pt)

b) Pourquoi, d'après-vous, celle-ci devrait-elle préférée à celle de Valsalva ? (2 pts)";"a) C'est un mouvement volontaire qui consiste à mobiliser les muscles péristaphylins pour commander l'ouverture des trompes d'Eustache qui relient l'oreille moyenne au pharynx. Il faut provoquer un début' de bâillement ou projeter' la mâchoire en avant.

b) Cette technique n'est pas souvent enseignée à nos plongeurs. C'est vrai qu'elle est plus difficile à appréhender pour les débutants. De plus certaines personnes présentent des variations anatomiques peu propices à sa pratique (trompes d'Eustaches non rectilignes).
Pourtant elle présente de nombreux avantages par rapport à la manoeuvre de Valsalva :
"" C'est une méthode passive, beaucoup moins traumatisante car impose peu de différence de pression, pas de possibilité de forcer'.
"" Ne cause pas d'hyper-pression pulmonaire.
"" Chose non négligeable pour les encadrants, elle libère les mains."
